,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console_Product,Filtered_Publisher,Global_Sales (zeros)
7890,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.04,0.0,0.02,0.18,Xbox,Konami Digital Entertainment,False
7891,Monopoly Party,XB,2002,Misc,Infogrames,0.14,0.04,0.0,0.01,0.18,Xbox,Other,False
7892,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,Playstation,Eidos Interactive,False
7893,Chaotic: Shadow Warriors,DS,2009,Action,Activision,0.17,0.0,0.0,0.01,0.18,Nintendo,Activision,False
7894,Ninja Gaiden 3,WiiU,2012,Action,Nintendo,0.14,0.03,0.0,0.02,0.18,Nintendo,Nintendo,False
7895,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,Playstation,Tecmo Koei,False
7896,Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,Rondomedia,0.15,0.02,0.0,0.01,0.18,Nintendo,Other,False
7897,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,PC,Activision,False
7898,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.18,Playstation,Ubisoft,False
7899,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Bandai Namco Entertainment,0.0,0.0,0.18,0.0,0.18,Bandai,Bandai Namco Entertainment,False
7900,International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,Nintendo,Konami Digital Entertainment,False
7901,Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18,Nintendo,Take-Two Interactive,False
7902,Klonoa: Door to Phantomile,PS,1997,Platform,Sony Interactive Entertainment,0.0,0.0,0.17,0.01,0.18,Playstation,Sony Interactive Entertainment,False
7903,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18,Playstation,Other,False
7904,Atari Anniversary Advance,GBA,2002,Misc,Atari,0.13,0.05,0.0,0.0,0.18,Nintendo,Atari,False
7905,Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18,Playstation,Other,False
7906,Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,Sega,0.0,0.0,0.18,0.0,0.18,Nintendo,Sega,False
7907,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0.0,0.0,0.05,0.18,Playstation,Activision,False
7908,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,Xbox,Electronic Arts,False
7909,Zumba Fitness Rush,X360,2012,Sports,505 Games,0.0,0.16,0.0,0.02,0.18,Xbox,505 Games,False
7910,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18,Xbox,Ubisoft,False
7911,TalkMan (Japan),PSP,2005,Misc,Sony Interactive Entertainment,0.0,0.0,0.18,0.0,0.18,Playstation,Sony Interactive Entertainment,False
7912,Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0.0,0.02,0.18,Playstation,Atari,False
7913,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,Nintendo,Activision,False
7914,Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0.0,0.18,Nintendo,Capcom,False
7915,MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0.0,0.02,0.18,Nintendo,Capcom,False
7916,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,Nintendo,Other,False
7917,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Bandai Namco Entertainment,0.0,0.12,0.04,0.02,0.18,Playstation,Bandai Namco Entertainment,False
7918,Brunswick Pro Bowling,PS3,2010,Sports,505 Games,0.1,0.05,0.0,0.02,0.18,Playstation,505 Games,False
7919,LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,Playstation,Warner Bros. Interactive Entertainment,False
7920,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,Nintendo,Electronic Arts,False
7921,Rabbids Party Collection,Wii,2010,Misc,Ubisoft,0.0,0.16,0.0,0.02,0.18,Nintendo,Ubisoft,False
7922,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Entertainment,0.08,0.01,0.06,0.03,0.18,Playstation,Other,False
7923,The Last Airbender,DS,2010,Action,THQ Nordic,0.13,0.04,0.0,0.01,0.18,Nintendo,THQ Nordic,False
7924,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.13,0.03,0.0,0.01,0.18,Nintendo,Other,False
7925,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18,Nintendo,Nintendo,False
7926,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18,Sega,Capcom,False
7927,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ Nordic,0.11,0.06,0.0,0.02,0.18,Nintendo,THQ Nordic,False
7928,MotoGP 14 ,PS4,2014,Racing,Milestone,0.04,0.11,0.0,0.03,0.18,Playstation,Other,False
7929,Shrek SuperSlam,DS,2005,Action,Activision,0.17,0.0,0.0,0.01,0.18,Nintendo,Activision,False
7930,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,Nintendo,Atari,False
7931,Super Robot Taisen UX,3DS,2013,Role-Playing,Bandai Namco Entertainment,0.0,0.0,0.18,0.0,0.18,Nintendo,Bandai Namco Entertainment,False
7932,Skylanders Imaginators,WiiU,2016,Platform,Activision,0.09,0.08,0.0,0.02,0.18,Nintendo,Activision,False
7933,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,Nintendo,Other,False
7934,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,Xbox,Other,False
7935,Jeopardy!,DS,2010,Misc,THQ Nordic,0.17,0.0,0.0,0.01,0.18,Nintendo,THQ Nordic,False
7936,Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,Playstation,Konami Digital Entertainment,False
7937,Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,0.0,0.16,0.0,0.02,0.18,Nintendo,Other,False
7938,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18,Nintendo,Other,False
7939,WWE All Stars,PSP,2011,Fighting,THQ Nordic,0.12,0.04,0.0,0.03,0.18,Playstation,THQ Nordic,False
7940,Jampack Vol. 1,PS,1996,Misc,Sony Interactive Entertainment,0.1,0.07,0.0,0.01,0.18,Playstation,Sony Interactive Entertainment,False
7941,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,Xbox,Other,False
7942,Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,Playstation,Other,False
7943,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,Playstation,Capcom,False
7944,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18,Playstation,Other,False
7945,Moon,PS,1997,Adventure,ASCII Entertainment,0.0,0.0,0.17,0.01,0.18,Playstation,Other,False
7946,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,0.18,Nintendo,Disney Interactive Studios,False
7947,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18,Xbox,Activision,False
7948,Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18,Nintendo,Acclaim Entertainment,False
7949,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,0.14,0.04,0.0,0.0,0.18,Nintendo,Other,False
7950,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Entertainment,0.04,0.02,0.09,0.02,0.18,Playstation,Other,False
7951,Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft,0.15,0.02,0.0,0.01,0.18,Nintendo,Ubisoft,False
7952,GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,Playstation,Codemasters,False
7953,Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,Nintendo,Konami Digital Entertainment,False
7954,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,Playstation,Other,False
7955,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,Nintendo,Midway Games,False
7956,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18,Playstation,Other,False
7957,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,Xbox,Disney Interactive Studios,False
7958,Company of Heroes: Anthology,PC,2009,Strategy,THQ Nordic,0.0,0.15,0.0,0.03,0.18,PC,THQ Nordic,False
7959,Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18,Xbox,Sega,False
7960,Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0.0,0.0,0.18,0.0,0.18,Nintendo,Nintendo,False
7961,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18,Nintendo,Ubisoft,False
7962,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0.0,0.0,0.18,0.0,0.18,Sega,Sega,False
7963,The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,0.09,0.07,0.0,0.02,0.18,Playstation,Other,False
7964,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ Nordic,0.17,0.0,0.0,0.01,0.18,Xbox,THQ Nordic,False
7965,Van Helsing,XB,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18,Xbox,Activision,False
7966,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,Xbox,Electronic Arts,False
7967,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,Xbox,D3Publisher,False
7968,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0.0,0.02,0.18,Xbox,Ubisoft,False
7969,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01,0.18,Playstation,Activision,False
7970,Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.17,0.0,0.0,0.01,0.18,Nintendo,Other,False
7971,Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,Nintendo,Activision,False
7972,SoulCalibur Legends,Wii,2007,Action,Bandai Namco Entertainment,0.16,0.01,0.0,0.01,0.18,Nintendo,Bandai Namco Entertainment,False
7973,Rio,Wii,2011,Misc,THQ Nordic,0.13,0.03,0.0,0.01,0.18,Nintendo,THQ Nordic,False
7974,F1 Challenge,SAT,1994,Racing,Sega,0.0,0.0,0.18,0.0,0.18,Sega,Sega,False
7975,Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,0.17,0.0,0.0,0.01,0.18,Nintendo,Other,False
7976,Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.0,0.05,0.01,0.18,Playstation,Konami Digital Entertainment,False
7977,Shadow Madness,PS,1999,Action,Crave Entertainment,0.1,0.07,0.0,0.01,0.18,Playstation,Other,False
7978,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,PC,Sega,False
7979,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,Nintendo,Electronic Arts,False
7980,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18,Nintendo,Zoo Digital Publishing,False
7981,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,PC,Electronic Arts,False
7982,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18,Playstation,Zoo Digital Publishing,False
7983,Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.03,0.18,PC,Take-Two Interactive,False
7984,de Blob 2,Wii,2011,Platform,THQ Nordic,0.11,0.06,0.0,0.02,0.18,Nintendo,THQ Nordic,False
7985,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,Xbox,Konami Digital Entertainment,False
7986,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,Playstation,Eidos Interactive,False
7987,Remember Me,X360,2013,Action,Capcom,0.1,0.06,0.0,0.02,0.18,Xbox,Capcom,False
7988,Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,PC,Other,False
7989,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,Nintendo,Electronic Arts,False
7990,Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,Nintendo,Konami Digital Entertainment,False
7991,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0.0,0.01,0.18,Playstation,Other,False
7992,Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0.0,0.02,0.18,Xbox,Microsoft Game Studios,False
7993,Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,0.0,0.0,0.18,0.0,0.18,Playstation,Tecmo Koei,False
7994,Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0.0,0.02,0.18,Playstation,Midway Games,False
7995,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,Nintendo,Ubisoft,False
7996,Brunswick Circuit Pro Bowling,PS,1998,Sports,THQ Nordic,0.1,0.07,0.0,0.01,0.18,Playstation,THQ Nordic,False
7997,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ Nordic,0.14,0.03,0.0,0.01,0.18,Nintendo,THQ Nordic,False
7998,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,Playstation,Nippon Ichi Software,False
7999,Payday 2,XOne,2015,Shooter,505 Games,0.09,0.07,0.0,0.02,0.18,Xbox,505 Games,False
8000,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0.0,0.02,0.18,Nintendo,Activision,False
8001,Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision,0.09,0.07,0.0,0.02,0.18,Playstation,Activision,False
8002,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Entertainment,0.08,0.0,0.08,0.02,0.18,Playstation,Other,False
8003,Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,Playstation,Take-Two Interactive,False
8004,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,Bandai Namco Entertainment,0.0,0.0,0.18,0.0,0.18,Playstation,Bandai Namco Entertainment,False
8005,Splatterhouse,X360,2010,Action,Bandai Namco Entertainment,0.14,0.03,0.0,0.01,0.18,Xbox,Bandai Namco Entertainment,False
8006,EyeToy: Groove,PS2,2003,Misc,Sony Interactive Entertainment,0.09,0.07,0.0,0.02,0.18,Playstation,Sony Interactive Entertainment,False
8007,You Don't Know Jack,PS3,2011,Misc,THQ Nordic,0.16,0.0,0.0,0.01,0.18,Playstation,THQ Nordic,False
8008,Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,0.17,0.0,0.0,0.01,0.18,Nintendo,Other,False
8009,Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18,Nintendo,Other,False
8010,Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,Playstation,505 Games,False
8011,Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18,Nintendo,Electronic Arts,False
8012,Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18,Playstation,Eidos Interactive,False
8013,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,Playstation,Take-Two Interactive,False
8014,Hello Kitty: Birthday Adventures,DS,2010,Adventure,Bandai Namco Entertainment,0.06,0.1,0.0,0.02,0.18,Nintendo,Bandai Namco Entertainment,False
8015,All Grown Up! Express Yourself,GBA,2004,Misc,THQ Nordic,0.13,0.05,0.0,0.0,0.18,Nintendo,THQ Nordic,False
8016,Escape The Museum,DS,2010,Adventure,Astragon,0.04,0.12,0.0,0.02,0.18,Nintendo,Other,False
8017,K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,Playstation,Konami Digital Entertainment,False
8018,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Bandai Namco Entertainment,0.0,0.0,0.18,0.0,0.18,Playstation,Bandai Namco Entertainment,False
8019,Super Robot Taisen A Portable,PSP,2008,Strategy,Bandai Namco Entertainment,0.0,0.0,0.18,0.0,0.18,Playstation,Bandai Namco Entertainment,False
8020,Juiced,XB,2005,Racing,THQ Nordic,0.13,0.04,0.0,0.01,0.18,Xbox,THQ Nordic,False
8021,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,Nintendo,505 Games,False
8022,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18,Nintendo,Electronic Arts,False
8023,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.13,0.03,0.0,0.01,0.18,Nintendo,Ubisoft,False
8024,DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0.0,0.03,0.18,Playstation,Codemasters,False
8025,Virtua Tennis,GBA,2002,Sports,Atari,0.13,0.05,0.0,0.0,0.18,Nintendo,Atari,False
8026,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0.0,0.0,0.02,0.18,Xbox,Activision,False
8027,Tales of the Tempest,DS,2006,Role-Playing,Bandai Namco Entertainment,0.0,0.0,0.18,0.0,0.18,Nintendo,Bandai Namco Entertainment,False
8028,SimCity Creator (JP sales),DS,2008,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18,Nintendo,Electronic Arts,False
8029,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0.0,0.0,0.18,0.0,0.18,Playstation,Capcom,False
8030,Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0.0,0.02,0.18,Playstation,Sega,False
8031,UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,Playstation,Other,False
8032,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18,Playstation,Midway Games,False
8033,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,Nintendo,Konami Digital Entertainment,False
8034,Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ Nordic,0.16,0.0,0.0,0.01,0.18,Nintendo,THQ Nordic,False
8035,Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0.0,0.01,0.18,Playstation,Other,False
8036,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18,Playstation,Sega,False
8037,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,Xbox,Take-Two Interactive,False
8038,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18,Playstation,Other,False
8039,How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.03,0.0,0.02,0.18,Playstation,Activision,False
8040,Backyard Basketball,GBA,2004,Sports,Atari,0.13,0.05,0.0,0.0,0.18,Nintendo,Atari,False
8041,Madden NFL 09,XB,2008,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,Xbox,Electronic Arts,False
8042,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,Xbox,Tecmo Koei,False
8043,Scooby-Doo! Unmasked,GBA,2005,Platform,THQ Nordic,0.13,0.05,0.0,0.0,0.18,Nintendo,THQ Nordic,False
8044,Summon Night 4,PS2,2006,Role-Playing,Banpresto,0.0,0.0,0.18,0.0,0.18,Playstation,Other,False
8045,NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,Xbox,Electronic Arts,False
8046,Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,Playstation,Konami Digital Entertainment,False
8047,Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0.0,0.03,0.18,Playstation,Other,False
8048,Namco Museum: 50th Anniversary,XB,2005,Misc,Bandai Namco Entertainment,0.13,0.04,0.0,0.01,0.18,Xbox,Bandai Namco Entertainment,False
8049,Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.16,0.0,0.0,0.01,0.18,Nintendo,Ubisoft,False
8050,Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,Xbox,Other,False
8051,NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0.0,0.01,0.18,Xbox,Sega,False
8052,MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0.0,0.03,0.18,Playstation,Square Enix,False
8053,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ Nordic,0.13,0.04,0.0,0.01,0.18,Xbox,THQ Nordic,False
8054,NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.18,Playstation,Electronic Arts,False
8055,WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ Nordic,0.14,0.02,0.0,0.01,0.18,Nintendo,THQ Nordic,False
8056,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft,0.07,0.02,0.07,0.02,0.18,Playstation,Ubisoft,False
8057,Dark Souls II,PC,2014,Role-Playing,Bandai Namco Entertainment,0.08,0.08,0.0,0.01,0.17,PC,Bandai Namco Entertainment,False
8058,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,Playstation,Midway Games,False
8059,EyeToy: Kinetic,PS2,2005,Sports,Sony Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,Playstation,Sony Interactive Entertainment,False
8060,Transformers: Prime,3DS,2012,Action,Activision,0.13,0.02,0.0,0.02,0.17,Nintendo,Activision,False
8061,Fancy Nancy: Tea Party Time!,DS,2010,Adventure,THQ Nordic,0.16,0.0,0.0,0.01,0.17,Nintendo,THQ Nordic,False
8062,Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,Xbox,Microsoft Game Studios,False
8063,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,Playstation,Other,False
8064,Yakuza Zero: The Place of Oath,PS4,2015,Action,Sega,0.0,0.0,0.17,0.0,0.17,Playstation,Sega,False
8065,The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,0.1,0.07,0.0,0.01,0.17,Playstation,Other,False
8066,Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.14,0.02,0.0,0.02,0.17,Nintendo,Activision,False
8067,SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0.0,0.02,0.17,Playstation,Sega,False
8068,Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17,Nintendo,Other,False
8069,Mark Davis Pro Bass Challenge,PS2,2002,Sports,Natsume,0.09,0.07,0.0,0.02,0.17,Playstation,Other,False
8070,Rugrats: Royal Ransom,GC,2002,Platform,THQ Nordic,0.13,0.03,0.0,0.0,0.17,Nintendo,THQ Nordic,False
8071,Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Nintendo,Konami Digital Entertainment,False
8072,Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0.0,0.02,0.17,Playstation,Other,False
8073,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17,Playstation,Activision,False
8074,Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft,0.16,0.0,0.0,0.01,0.17,Nintendo,Ubisoft,False
8075,Open Season,GC,2006,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.17,Nintendo,Ubisoft,False
8076,Ridge Racer,PSV,2011,Racing,Bandai Namco Entertainment,0.03,0.07,0.05,0.02,0.17,Playstation,Bandai Namco Entertainment,False
8077,EyePet & Friends,PS3,2011,Simulation,Sony Interactive Entertainment,0.06,0.08,0.0,0.03,0.17,Playstation,Sony Interactive Entertainment,False
8078,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17,Playstation,Acclaim Entertainment,False
8079,Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0.0,0.0,0.01,0.17,Playstation,Other,False
8080,World Championship Poker,GBA,2004,Misc,Crave Entertainment,0.12,0.05,0.0,0.0,0.17,Nintendo,Other,False
8081,Global Defence Force,PS2,2005,Shooter,Essential Games,0.0,0.0,0.17,0.0,0.17,Playstation,Other,False
